page,clicks,impressions,ctr,position
"https://loadboot.com/how-to-ship-without-a-broker.html",0,46,0.00,37.7
"https://loadboot.com/ifta-fuel-tax",0,2,0.00,51.5
"https://loadboot.com/ifta-fuel-tax.html",0,19,0.00,21.6
"https://loadboot.com/layover-policy",0,133,0.00,29.4
"https://loadboot.com/load-board-subscription-cost",0,23,0.00,44.4
"https://loadboot.com/load-board-subscription-cost.html",0,22,0.00,19.8
"https://loadboot.com/load-board.html",0,40,0.00,5.3
"https://loadboot.com/load-score",0,3,0.00,1.0
"https://loadboot.com/local-truck-dispatch.html",0,22,0.00,15.9
"https://loadboot.com/lumper-policy.html",0,553,0.00,38.9
"https://loadboot.com/new-authority-dispatch",0,12,0.00,2.7
"https://loadboot.com/new-authority-dispatch.html",0,103,0.00,17.1
"https://loadboot.com/otr-dispatch.html",0,23,0.00,6.9
"https://loadboot.com/owner-operator-dispatch",0,13,0.00,2.5
"https://loadboot.com/owner-operator-dispatch-service-guide.html",0,45,0.00,16.0
"https://loadboot.com/partners",0,3,0.00,6.7
"https://loadboot.com/partners.html",0,21,0.00,22.3
"https://loadboot.com/payments-settlements",0,3,0.00,19.3
"https://loadboot.com/payments-settlements.html",0,19,0.00,7.4
"https://loadboot.com/power-only-dispatch.html",0,236,0.00,71.6
"https://loadboot.com/power-only-rates-week-30-2026.html",0,11,0.00,7.9
"https://loadboot.com/pricing",0,3,0.00,1.0
"https://loadboot.com/pricing.html",0,81,0.00,29.5
"https://loadboot.com/privacy",0,6,0.00,7.0
"https://loadboot.com/privacy.html",0,56,0.00,9.6
"https://loadboot.com/protect-freight-from-loss-damage-and-fraud",0,4,0.00,34.8
"https://loadboot.com/protect-freight-from-loss-damage-and-fraud.html",0,10,0.00,36.4
"https://loadboot.com/reefer-dispatch.html",0,9,0.00,25.6
"https://loadboot.com/referral.html",0,11,0.00,34.5
"https://loadboot.com/regional-truck-dispatch.html",0,7,0.00,15.1
"https://loadboot.com/resources",0,3,0.00,87.0
"https://loadboot.com/resources.html",0,41,0.00,49.0
"https://loadboot.com/retail-and-ecommerce-freight-shipping.html",0,11,0.00,24.2
"https://loadboot.com/security",0,6,0.00,6.7
"https://loadboot.com/security.html",0,50,0.00,11.3
"https://loadboot.com/services.html",0,55,0.00,12.7
"https://loadboot.com/ship-direct-to-carrier",0,3,0.00,16.7
"https://loadboot.com/shipper-solutions",0,8,0.00,8.9
"https://loadboot.com/shipper-solutions.html",0,36,0.00,28.8
"https://loadboot.com/sitemap",0,2,0.00,8.5
"https://loadboot.com/sitemap.html",0,29,0.00,10.6
"https://loadboot.com/status",0,12,0.00,6.8
"https://loadboot.com/status.html",0,27,0.00,10.9
"https://loadboot.com/terms.html",0,182,0.00,6.5
"https://loadboot.com/tonu-policy",0,38,0.00,28.2
"https://loadboot.com/tools.html",0,130,0.00,56.7
"https://loadboot.com/truck-dispatcher-in-california",0,14,0.00,13.9
"https://loadboot.com/truck-dispatcher-in-california.html",0,12,0.00,32.2
"https://loadboot.com/truck-dispatcher-in-georgia",0,3,0.00,6.0
"https://loadboot.com/truck-dispatcher-in-georgia.html",0,2,0.00,7.0
"https://loadboot.com/truck-dispatcher-in-texas",0,2,0.00,15.0
"https://loadboot.com/truck-dispatcher-in-texas.html",0,3,0.00,11.0
"https://loadboot.com/truck-driver-per-diem-2026.html",0,116,0.00,42.6
"https://loadboot.com/us-truck-dispatcher.html",0,31,0.00,23.8
"https://loadboot.com/where-freight-brokers-get-loads.html",0,67,0.00,18.0
"https://www.loadboot.com/",0,2,0.00,1.0
