pull,start,end,query,page,clicks,impressions,ctr,position
"7 query,page",2026-09-16,2026-09-23,dfw to baton rouge,https://loadboot.com/dry-van-freight-rates.html,1,1,1,4
"7 query,page",2026-09-16,2026-09-23,average dry van rate per mile,https://loadboot.com/market-rates.html,0,2,0,41.5
"7 query,page",2026-09-16,2026-09-23,average rate per mile dry van,https://loadboot.com/market-rates.html,0,1,0,32
"7 query,page",2026-09-16,2026-09-23,current dry van rates,https://loadboot.com/dry-van-freight-rates.html,0,1,0,46
"7 query,page",2026-09-16,2026-09-23,current dry van rates,https://loadboot.com/market-rates.html,0,1,0,27
"7 query,page",2026-09-16,2026-09-23,dry van,https://loadboot.com/market-rates.html,0,1,0,2
"7 query,page",2026-09-16,2026-09-23,dry van average rate per mile,https://loadboot.com/market-rates.html,0,1,0,34
"7 query,page",2026-09-16,2026-09-23,dry van dispatch,https://loadboot.com/dry-van-dispatch.html,0,9,0,50.22
"7 query,page",2026-09-16,2026-09-23,dry van dispatch service,https://loadboot.com/dry-van-dispatch.html,0,3,0,62.67
"7 query,page",2026-09-16,2026-09-23,dry van dispatch services,https://loadboot.com/dry-van-dispatch.html,0,15,0,56.2
"7 query,page",2026-09-16,2026-09-23,dry van dispatcher,https://loadboot.com/dry-van-dispatch.html,0,15,0,21.13
"7 query,page",2026-09-16,2026-09-23,dry van freight,https://loadboot.com/dry-van-freight-rates.html,0,3,0,65.67
"7 query,page",2026-09-16,2026-09-23,dry van freight brokers,https://loadboot.com/dry-van-freight-rates.html,0,6,0,27
"7 query,page",2026-09-16,2026-09-23,dry van freight rates,https://loadboot.com/dry-van-freight-rates.html,0,2,0,48.5
"7 query,page",2026-09-16,2026-09-23,dry van freight rates,https://loadboot.com/market-rates.html,0,6,0,27.83
"7 query,page",2026-09-16,2026-09-23,dry van freight truck,https://loadboot.com/dry-van-freight-rates.html,0,1,0,42
"7 query,page",2026-09-16,2026-09-23,dry van load rates,https://loadboot.com/market-rates.html,0,8,0,34.88
"7 query,page",2026-09-16,2026-09-23,dry van loads available,https://loadboot.com/dry-van-freight-rates.html,0,1,0,26
"7 query,page",2026-09-16,2026-09-23,dry van market rates,https://loadboot.com/market-rates.html,0,7,0,28.14
"7 query,page",2026-09-16,2026-09-23,dry van quote,https://loadboot.com/dry-van-freight-rates.html,0,1,0,7
"7 query,page",2026-09-16,2026-09-23,dry van rate per mile,https://loadboot.com/dry-van-freight-rates.html,0,3,0,30.33
"7 query,page",2026-09-16,2026-09-23,dry van rate per mile,https://loadboot.com/market-rates.html,0,2,0,29.5
"7 query,page",2026-09-16,2026-09-23,dry van rates 2024,https://loadboot.com/market-rates.html,0,1,0,42
"7 query,page",2026-09-16,2026-09-23,dry van rates per mile,https://loadboot.com/dry-van-freight-rates.html,0,4,0,46.75
"7 query,page",2026-09-16,2026-09-23,dry van rates per mile,https://loadboot.com/market-rates.html,0,9,0,27.89
"7 query,page",2026-09-16,2026-09-23,dry van spot rates,https://loadboot.com/dry-van-freight-rates.html,0,2,0,55
"7 query,page",2026-09-16,2026-09-23,dry van spot rates,https://loadboot.com/market-rates.html,0,4,0,29.75
"7 query,page",2026-09-16,2026-09-23,dry van truckloads,https://loadboot.com/dry-van-freight-rates.html,0,3,0,19.67
"7 query,page",2026-09-16,2026-09-23,expedited dry van freight,https://loadboot.com/dry-van-freight-rates.html,0,1,0,55
"7 query,page",2026-09-16,2026-09-23,national dry van rate per mile,https://loadboot.com/dry-van-rates-week-33-2026.html,0,1,0,7
"7 query,page",2026-09-16,2026-09-23,what equipment requirements do shippers list when posting dry van freight on load boards?,https://loadboot.com/freight-shipping-by-industry,0,1,0,7
"7 query,page",2026-09-16,2026-09-23,what rate per mile should i be accepting on a dry van load from chicago to atlanta based on today's spot market?,https://loadboot.com/dry-van-freight-rates.html,0,1,0,3
"7 query,page",2026-09-16,2026-09-23,what rate per mile should i be accepting on a dry van load from chicago to atlanta based on today's spot market?,https://loadboot.com/dry-van-rates-week-33-2026.html,0,2,0,6
